Brand,Name,Product,Review,Grade
URBAN DECAY,AMPLIFY,Lipstick,"a deep, slightly muted, red with cool undertones and a matte finish. It had buildable coverage from sheer to opaque depending on application and how much one applies. The color applied evenly across my lips and didn’t accentuate the texture of my lips or gather in my lip lines. The consistency was dense, velvety, and felt like a powder when the product met my lips, which felt “dry” as a result, though the formula didn’t feel drying over time. It was very lightweight and stayed on well for six hours.",A
URBAN DECAY,BOOM,Lipstick,"a deep berry with subtle, cool undertones and a faint pearl over a more matte finish. It had buildable coverage from sheer to semi-opaque that applied evenly across my lips. The texture was very lightweight, thin, and powder-like once on my lips, though the lip product itself was more like clay in the pan/pot–movable but dense. It did accentuate my lip texture, though, and gave my lips a more shriveled appearance. The color stayed on well for five hours, was non-drying, and seemed to be waterproof as it didn’t come away on my glass or break down by drinking water.",B+
ANASTASIA,PENNY,Highlighter,"a bright, medium, copper with warm, orange undertones and a metallic sheen. It had nearly opaque pigmentation in a single layer, but the fluid consistency made it possible to apply less for sheerer coverage if preferred., The texture was spreadable on bare skin and over liquid foundation, though I found stippling brushes to be more forgiving when I worked with this shade on top of base products to ensure no lifting of my base while moving and blending the highlighter out. It blended out fairly evenly, but it could have been a bit easire to work with overall. The finish was moderate in shine–a little dewy but it dried down so there was no tackiness left behind–and not as overtly metallic as Patina. The color lasted well for seven and a half hours on me.",B
ANASTASIA,LUNA,Lipgloss,"a light-medium gold with subtle, warm undertones and flecks of silver, white gold, and gold pearl and larger sparkle. As expected based on the brand’s description of the new shade, it had sheer to semi-sheer color coverage with a moderate amount of sparkle paired with a glossy finish. There was a slightly milky quality to the underlying base, but it did not settle as badly in my lips as some of the other shades from the fall shades. The texture was smooth and lightweight, almost creamy, and comfortable to spread over my lips and to wear. This shade wore well for three hours and was lightly hydrating over time.",B
ANASTASIA,SUNSCAPE,Lipgloss,"a soft, medium coral with warm undertones and pink and gold sparkle and finer shimmer. It had medium coverage, which was more than the other four shades in the range and more than described, but I think the higher coverage might have helped this look better on the lips as a standalone gloss. It settled slightly into my lip lines, but the shimmer, sparkle, and shine made it hard to notice it in person from a normal viewing distance. The gloss did not streak along the edges and had a smooth, mostly non-sticky texture. It lasted for three hours and was lightly moisturizing while worn.",B-
ANASTASIA,VENUS,Lipgloss,"a soft, yellowed peach base with multi-colored flecks of sparkle and pearl. It had sheer coverage, just as expected based on the brand’s description, and had a moderate amount of sparkle/shimmer that gave the lips a reflective, shiny finish. The gloss applied evenly, but some of the base color settled into my lip lines, though wasn’t as noticeable from a normal viewing distance as the shininess helped hide it. The consistency was smooth, lightweight, spreadable, and mostly non-sticky, which made for comfortable wear over the three hours it stayed on well for.",B
COLOURED RAINE,PURP SMURF,Eyeshadow,"a bright, medium purple with subtle, warm undertones and a matte finish. It was slightly drier in consistency with a thinner feel, which made it on the dusty side. I found it had a tendency to cling to any dryness/texture on my lid, so I had to really buff and blend it out, and even then, there was slight patchiness. This particular shade would work better over primer and possibly over a translucent powder. It had nearly opaque pigmentation in a single layer, which was buildable to full coverage with a second layer. This shade stayed on well for nine hours but left a faint stain behind, which disappear following my morning shower.",B
COLOURED RAINE,VIBEZ,Eyeshadow,"a medium-dark lavender with subtle, warm undertones and a matte finish. The color coverage was nearly opaque in a single layer, which was definitely buildable to fully opaque coverage with less than half of a layer on top. The texture was slightly dusty in the pan, but the color applied evenly and smoothly to bare skin. I didn’t have any issues diffusing and blending out this shade. On me, it wore well for eight and a half hours and didn’t seem to stain.",A-
COLOURED RAINE,BOSSED UP,Eyeshadow,"a rich magenta with cool, blue undertones and a matte finish. There was almost imperceptible micro-shimmer in it (I couldn’t see it in person, only in the close-up photos I took), which seem to be included to improve blendability in some matte shades. It was richly pigmented with a soft, slightly powdery texture, but it blended out well on my skin and lasted for nine hours. This shade stained very slightly on me, but it came off after my morning cleanse the next day.",A
COLOURED RAINE,CUTE,Eyeshadow,"a bright, medium lavender with warm, pink undertones and a matte finish. The texture was soft, somewhat powdery, but it blended out easily and applied evenly to bare skin. The eyeshadow sheered out a bit when I tried to work with it as a lid shade, but it didn’t turn patchy or darken too noticeably without primer. The color stayed on well for eight hours on me before it started to fade noticeably.",B+
MAC,PINK,Palette,"contains two full-sized lipsticks and one full-sized lipgloss. The two lipsticks were good, while the lipgloss was more cream-based and pulled into some of my lip lines, which may or may not be a deal-breaker for you. The set has a value of $54.50, which makes it worthwhile if you think you’ll enjoy at least two of the shades (but really, preferably all three!).",B+
